SMILES,id,QM,Reserve1,NMR,Reserve2 
C1CCC(=O)CC1,2,0.800482336,0,-0.818012678,0 
C(=O)C,2,1.004768075,0,-1.024386981,0 
C(=O)(C)OC,4,0.620963828,0,-0.642963046,0 
C=CCCl,2,0.663647778,0,-0.759048591,0 
c1ccc(cc1)F,1,-0.786552617,0,0.809027587,0 
C=CC(C)(C)C,1,-1.234294963,0,1.170182618,0 
C(=CCBr)(C)C,0,-0.975380793,0,0.988315263,0 
C(CC(C)C)Br,2,1.031818809,0,-1.094959622,0 
c1ccccn1,2,-0.91425316,0,0.913873104,0 
c1scc(C)n1,2,-0.509897381,0,0.494122512,0 
C(=C)(C)C,1,-0.379210718,0,0.447319768,0 
c1ccc(s1)C,0,-0.729465029,0,0.676911181,0 
c1(cc([nH]n1)C)N,1,-0.061276765,0,0.106433643,0 
c1(noc(n1)N)C,3,-1.510423236,0,1.572612509,0 
c1ccc(cc1)N(=O)=O,1,-0.769689821,0,0.796129193,0 
CCC#N,2,-0.743693012,0,0.639505838,0 
c1cc(ccc1)Br,0,-0.781107339,0,0.805158069,0 
C(=O)/C=C/C,2,-0.852774219,0,0.890287469,0 
OC[C@@H](N)[C@@H](C)CC,2,0.515571357,0,-0.537933266,0 
N(C)(C)C(CO)(C)C,4,0.350983449,0,-0.332848803,0 
C=CCCl,1,-0.946749172,0,0.879784491,0 
C(C)(Cl)(Cl)Cl,1,0.76096016,0,-0.753520708,0 
N(C)(C)C(CO)(C)C,1,0.930993346,0,-0.885637115,0 
[C@H]1([C@@H]([C@H]2CCCN2[C@@H]1CO)O)O,0,0.295828056,0,-0.191519258,0 
c1ncccn1,3,-0.634260497,0,0.668987882,0 
c1c(nccn1)C,6,1.206067694,0,-1.193355942,0 
c1cccc(n1)Cl,2,-0.971867711,0,0.967309307,0 
C(=C(\C)/C(C)C)\C,4,1.21871479,0,-1.193540204,0 
c1ccc(cc1)F,0,-0.67149917,0,0.698469925,0 
c1ncccn1,0,-1.325108141,0,1.343389622,0 
OCCCCNCC,4,0.660486004,0,-0.682948067,0 
O1C(=O)C=CC1=O,1,-1.450700836,0,1.442522993,0 
CC(C)(C)N(=O)=O,0,1.081880233,0,-1.077823184,0 
c1ccon1,0,-1.140671318,0,1.156915698,0 
C1COC1,1,0.299165484,0,-0.252325972,0 
COCCNC(C)C,3,0.788186548,0,-0.724222928,0 
c12c([N]C=N[C]1N)[nH]cn2,0,-1.113971892,0,1.205376807,0 
c12c(cccc1)cc[nH]2,4,-0.612303732,0,0.700312553,0 
[C@H]1([C@H]([C@H]2CCCN2[C@@H]1CO)O)O,8,0.386289927,0,-0.453172392,0 
C=CCCl,1,-0.946749172,0,0.886417951,0 
OCCN(CC)CC,1,0.459537694,0,-0.506424333,0 
C1CC(=C)C1,0,1.278612844,0,-1.281249283,0 
OCCNCCCC,4,0.661364275,0,-0.676867395,0 
OC[C@@H](N)CC(C)C,2,0.645028442,0,-0.655124389,0 
C1CC(=O)C=CC1,2,-2.04300652,0,2.071227566,0 
c1cccc(n1)Cl,4,-1.250630796,0,1.201507289,0 
c1ccccn1,0,-1.149805332,0,1.172025245,0 
C(=CCl)(C)C,1,-0.49022412,0,0.467035885,0 
c1ccc(o1)C=O,1,-0.464227311,0,0.490252994,0 
C1CC=CC1=O,1,1.015834284,0,-1.055158864,0 
[C@H]12[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,1,1.330255155,0,-1.319023151,0 
C=C(Cl)Cl,1,-0.975205139,0,0.785073427,0 
c12c([N]C=N[C]1N)[nH]cn2,3,-1.20900077,0,1.236701478,0 
CC(C)(C)C=O,1,0.76781067,0,-0.806956912,0 
C(=CCl)(C)C,4,1.275275416,0,-1.169033256,0 
C([C@H](CCCC)N)O,3,1.026373531,0,-1.067135944,0 
S(=O)(C)C,2,0.812075508,0,-0.841966838,0 
C1CCN(CC1)C,1,1.241374171,0,-1.11080622,0 
C(=O)(C)C(Cl)(Cl),2,1.16707248,0,-1.193724467,0 
C1C(=O)O[C]1[CH2],1,-1.471603676,0,1.453578759,0 
C1CCC(CC1)Cl,0,1.123510258,0,-1.124441665,0 
O1C(=O)C=CC1=O,3,-0.939547353,0,0.929903965,0 
OCCCCCCN,4,1.048330296,0,-1.098276352,0 
C(=O)(C#N)OCC,6,1.364507708,0,-1.337080903,0 
c1cccc(n1)Cl,1,-0.651298946,0,0.66419705,0 
c12c(c(=N)n(cn1)C)nc[nH]2,0,-1.012268158,0,1.174236399,0 
C(C)(OC)OC,3,0.628868263,0,-0.626195134,0 
C(=O)/C=C/C,3,-1.382722692,0,1.25346939,0 
C(=C(\C)/C(C)C)\C,3,0.893052056,0,-0.908485698,0 
OCCCCNCC,3,1.100675223,0,-1.077086133,0 
N(C)(C)C#N,1,0.88339108,0,-0.843256677,0 
[C@H]1(CC(=O)O1)C,1,0.77676903,0,-0.772684036,0 
c1ccccc1Cl,4,-0.942006511,0,0.885128112,0 
CCCl,0,1.248927298,0,-1.245502306,0 
CC(C)(C)NCCO,6,0.430554764,0,-0.460911428,0 
c1cccc(n1)NN,2,-0.937966466,0,0.941881045,0 
CCCOCCCN,2,0.270533863,0,-0.24956203,0 
c12c(cccc1)cc[nH]2,3,-0.567511932,0,0.615551678,0 
C1CCC(=O)CC1,0,1.110687508,0,-1.127574133,0 
CCC#N,0,1.400165494,0,-1.389227267,0 
C1OCC=C1,0,0.201853103,0,-0.200363871,0 
c1c(cccc1)N(C)C,1,-1.145413979,0,1.186766267,0 
c12c([nH]cn2)[N]C=N[CH]1,3,-1.028603991,0,1.101452604,0 
OCCNCCCC,2,0.678402724,0,-0.637619425,0 
C(=CC)(C)C,3,1.247346411,0,-1.271299094,0 
C1CCC1,0,1.245062908,0,-1.160741431,0 
c1ccc(c(c1)N)Br,2,-0.824142598,0,0.849933922,0 
CO,0,0.678402724,0,-0.672445089,0 
[C@H]1([C@H]([C@H]2CCCN2[C@@H]1CO)O)O,7,0.377507221,0,-0.285493271,0 
OCCN(CC)CC,4,0.700535143,0,-0.723670139,0 
c1ccon1,2,-1.296300866,0,1.317777097,0 
CC(C)C#N,1,1.174976915,0,-1.223943562,0 
C(=O)/C=C/C,0,-1.948504605,0,1.985361115,0 
C(=O)(C)OC,2,1.246819449,0,-1.214177635,0 
OCCNCCCC,7,1.340443094,0,-1.331921545,0 
c1c(nc[nH]1)CCN,0,-0.449472365,0,0.584042744,0 
C1(=C(C(=O)OC1)Cl)Cl,1,-0.674133981,0,0.643191094,0 
c12c(c(=N)n(cn1)C)nc[nH]2,7,0.982284348,0,-0.887111217,0 
C(=O)(C#N)OCC,0,-1.058816499,0,1.071417773,0 
C(=C)(C)C,2,1.160046315,0,-1.15797749,0 
c1cncc(n1)N,0,-1.023510021,0,1.026273394,0 
COCCNC(C)C,2,0.308299498,0,-0.259327957,0 
c1ccc(s1)C,5,1.313041051,0,-1.314600845,0 
O1CC1,1,0.899375604,0,-0.862235743,0 
c1[nH]c(c(n1)C#N)N,0,-0.816238163,0,0.813081368,0 
c1cccs1,0,-0.751246139,0,0.713210947,0 
C1CCC(C1)Br,1,1.182705696,0,-1.161109957,0 
CCCOCCCN,1,1.133522543,0,-1.166085052,0 
C1CC(=O)C=CC1,0,1.13721128,0,-1.168111942,0 
c12c([N]C=N[C]1N)[nH]cn2,8,-0.930413339,0,0.995132986,0 
c1ccccc1Cl,1,-0.723492789,0,0.739560523,0 
c1ccc(o1)C=O,2,-0.705927377,0,0.656089488,0 
CC(C)(C)NCCO,0,1.040952823,0,-1.057001491,0 
NCCCOC(C)C,3,0.405787534,0,-0.372096773,0 
n1c(c(nc(n1)N)C)C,4,-1.358658078,0,1.397378614,0 
C(C#N)C#N,1,-0.537826386,0,0.42483971,0 
C(#CC)C,0,1.555619388,0,-1.528714184,0 
c1(noc(n1)N)C,6,1.374344338,0,-1.381119705,0 
C(=C)(C)C,0,-1.167370744,0,1.014480577,0 
c1ccc(cc1)Cl,1,-0.782161264,0,0.799814449,0 
C1=C[C@H]2C[C@@H]1C=C2,0,-1.100973487,0,1.048569189,0 
