SMILES,id,QM,Reserve1,NMR,Reserve2
c1cccs1,1,-0.6847277904639646,0,0.7263098059311325,0
c12c(c(=N)n(cn1)C)nc[nH]2,2,-1.1302680813362187,0,1.2426871192539861,0
C1COC(=O)O1,3,-1.238662042805743,0,1.2615543995917846,0
C([C@H](CCCC)N)O,4,1.1468726801631448,0,-1.1761714910433838,0
C1COC(=O)C1,3,-1.6411292843300542,0,1.6641784984508248,0
n1c(c(nc(n1)N)C)C,4,-1.3457956702680045,0,1.375307614055599,0
c1c(cccc1)N(C)C,5,-0.7298135338705976,0,0.7684406261029155,0
c12c(cccc1)cc[nH]2,2,-0.5618190405312933,0,0.6145715437364033,0
c1ccc(cc1)Cl,3,-0.931575203160727,0,0.8673564647671018,0
C1CC(=O)C1,2,-2.2862719187763925,0,2.2320286833748573,0
[C@H]1([C@@H]([C@H]2CCCN2[C@@H]1CO)O)O,1,0.176123976870885,0,-0.14011966977553628,0
c1ccccc1Cl,2,-0.7540688538580208,0,0.7816294045914737,0
c1c(nccn1)C,4,-0.9758160689226019,0,1.0047395740229161,0
c1ccc(o1)C=O,0,-1.1157445647982294,0,1.12746848495811,0
C1COC(=O)C1,5,1.0729947634659351,0,-1.0871472362456163,0
C(=CCl)(C)C,1,-0.48412171828298783,0,0.4504445225454573,0
OCCCCCCN,5,0.9680920319334274,0,-0.9840183155642517,0
C1CCC=CC1,0,1.187482666790522,0,-1.1750724261693373,0
CC(C)(C)NCCO,0,1.0561233947953024,0,-1.0646164063276626,0
C(=O)(C)N(C)C,5,1.0537807795075638,0,-0.9570912261501121,0
c1cccc(n1)Br,2,-0.9354469771608784,0,0.9422760536812727,0
c12c(c(=N)n(cn1)C)nc[nH]2,7,0.9935884841634599,0,-0.895726770682515,0
C(CCCC)Cl,2,1.0433280370761362,0,-1.0594874369154457,0
C([C@H](CCCC)N)O,0,0.33199168302396176,0,-0.37788403752759897,0
c1ccc(cn1)Br,2,-0.9307163605962209,0,0.9428255861182959,0
NCCCOC(C)C,6,1.2790663561133113,0,-1.1895434470109498,0
c12c([C](N=C[N]1)N)cn[nH]2,2,-1.2407620176128584,0,1.2994721377463898,0
C=CC[N]C=S,4,-0.9426808055903769,0,0.8237602247632568,0
S(=O)(C)C,2,0.8089617714042081,0,-0.8508482883256157,0
NCCCOC(C)C,5,0.29775842787654494,0,-0.28354763583860665,0
c1c(nc[nH]1)CCN,5,1.0091646065274598,0,-1.037689316913523,0
C(#N)C,0,-0.636796694658663,0,0.5559547504539228,0
[C@H]12[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,2,1.007176351078329,0,-1.0087472752302982,0
c1[nH]c(c(n1)C#N)N,2,-1.1193841720075692,0,1.1162946587386375,0
C(#CC)C,1,0.20437500952122364,0,-0.2287775696152885,0
C(=C(\C)/C(C)C)\C,6,1.3591045480343869,0,-1.3525714033278493,0
N(C)(C)C(CO)(C)C,4,0.355629055312533,0,-0.3447289138271957,0
c1[nH]c(c(n1)C#N)N,0,-0.7938671295250421,0,0.7944518281220161,0
n1ccccn1,1,-1.1751408597166937,0,1.200739476561211,0
C1CCN(CC1)C,1,1.2507908848534135,0,-1.1181042301979263,0
C(CCCC)Cl,4,1.3566327572389787,0,-1.338833092402268,0
C=C(C)Cl,1,-1.1031709001800638,0,0.9435582960343268,0
C(=CCBr)(C)C,2,0.7679171266496722,0,-1.0530762251501742,0
c1(nc(cc(n1)N)N)N,4,-1.373526509657728,0,1.4172552567483743,0
c1ccccn1,1,-0.639860248928395,0,0.6713565622288068,0
CCC#N,2,-0.6986455786078815,0,0.6218986428967136,0
C(C)SCC,4,1.3784354881956482,0,-1.3234461841656169,0
C(=CCBr)(C)C,4,1.1390540707191958,0,-1.1226836671731202,0
OC[C@@H](N)CC(C)C,4,0.818587092340563,0,-0.8012071915145147,0
C(=O)/C=C/C,3,-1.3532284988039132,0,1.2322460029505444,0
C(=S)=NC,3,1.0710379290862375,0,-1.036223897081461,0
[C@H]1([C@@H]([C@H]2CCCN2[C@@H]1CO)O)O,7,0.3364011064344138,0,-0.28849342777181586,0
c12c([nH]cn2)[N]C=N[CH]1,3,-1.0144709667852503,0,1.0811245827691487,0
C(C)(C)Cl,0,0.4046790903126485,0,-0.6127175656155376,0
c12c([nH]cn2)[N]C=N[CH]1,1,-0.803691450567807,0,0.7924368758529311,0
C[C@@H](C#N)Cl,0,0.7368416889802869,0,-0.9015884500107632,0
C1CCN(C1)C,5,0.8964118444815699,0,-0.8087174681538326,0
C=CC[N]C=S,1,-0.8815441325483098,0,0.7940854731640009,0
C1CC=CC1=O,4,-2.199773205856868,0,2.2604211926210587,0
C1=CC(=O)C=CC1=O,2,-1.8396057062494509,0,1.834533553928034,0
C1CCN(CC1)C,6,0.9180260490216401,0,-0.7363623639457704,0
C1CCC1,1,-0.9326976335854776,0,0.9186461588892723,0
OCCNCCCC,5,0.9797003714740076,0,-1.0056332580871665,0
CC(C)(C)C#N,1,1.012032651920719,0,-1.0794537821272905,0
C=C(Cl)C,0,-0.44450847780262837,0,0.4685790929672247,0
C=C(C)Cl,0,-0.444545135716967,0,0.4685790929672247,0
C(=O)(Cl)C,0,-1.6118483388482956,0,1.524963614404933,0
C(=CCl)(C)C,3,1.1988186903960154,0,-1.2618985512190122,0
OCCN(CC)CC,1,0.46543172806164373,0,-0.5172820990524986,0
C(=O)(C)C#C,0,-1.7932648656804604,0,1.7722532110653988,0
C(=O)(C)C,2,1.0578899571434324,0,-1.034025767333368,0
